,RdeltaB,Bpre,Bpost,itemideology,itemnum,partideology,ide_ms,ide_abs,partnum
526,16,84,100,3,6,0.0,1.0,100.0,65
527,20,18,38,3,7,0.0,1.0,100.0,65
528,0,0,0,1,0,0.0,1.0,100.0,66
529,0,0,0,1,1,0.0,1.0,100.0,66
530,82,0,82,2,2,0.0,1.0,100.0,66
531,0,0,0,2,3,0.0,1.0,100.0,66
532,0,0,0,3,4,0.0,1.0,100.0,66
533,0,0,0,3,5,0.0,1.0,100.0,66
534,0,0,0,3,6,0.0,1.0,100.0,66
535,-24,24,0,3,7,0.0,1.0,100.0,66
536,-4,4,0,1,0,0.0,1.0,100.0,67
537,7,91,98,1,1,0.0,1.0,100.0,67
538,97,3,100,2,2,0.0,1.0,100.0,67
539,2,96,98,2,3,0.0,1.0,100.0,67
540,23,75,98,3,4,0.0,1.0,100.0,67
541,98,1,99,3,5,0.0,1.0,100.0,67
542,95,2,97,3,6,0.0,1.0,100.0,67
543,93,3,96,3,7,0.0,1.0,100.0,67
544,-24,43,19,1,0,0.0,1.0,100.0,68
545,-93,100,7,1,1,0.0,1.0,100.0,68
546,0,0,0,2,2,0.0,1.0,100.0,68
547,0,0,0,2,3,0.0,1.0,100.0,68
548,12,76,88,3,4,0.0,1.0,100.0,68
549,24,12,36,3,5,0.0,1.0,100.0,68
550,-2,67,65,3,6,0.0,1.0,100.0,68
551,67,16,83,3,7,0.0,1.0,100.0,68
552,20,45,65,1,0,0.0,1.0,100.0,69
553,20,75,95,1,1,0.0,1.0,100.0,69
554,5,35,40,2,2,0.0,1.0,100.0,69
555,20,25,45,2,3,0.0,1.0,100.0,69
556,-10,55,45,3,4,0.0,1.0,100.0,69
557,15,65,80,3,5,0.0,1.0,100.0,69
558,0,85,85,3,6,0.0,1.0,100.0,69
559,10,65,75,3,7,0.0,1.0,100.0,69
560,50,0,50,1,0,0.0,1.0,100.0,70
561,25,75,100,1,1,0.0,1.0,100.0,70
562,50,0,50,2,2,0.0,1.0,100.0,70
563,0,0,0,2,3,0.0,1.0,100.0,70
564,25,75,100,3,4,0.0,1.0,100.0,70
565,50,0,50,3,5,0.0,1.0,100.0,70
566,75,25,100,3,6,0.0,1.0,100.0,70
567,0,0,0,3,7,0.0,1.0,100.0,70
568,10,90,100,1,0,0.0,1.0,100.0,71
569,7,93,100,1,1,0.0,1.0,100.0,71
570,16,0,16,2,2,0.0,1.0,100.0,71
571,4,0,4,2,3,0.0,1.0,100.0,71
572,18,82,100,3,4,0.0,1.0,100.0,71
573,3,51,54,3,5,0.0,1.0,100.0,71
574,30,60,90,3,6,0.0,1.0,100.0,71
575,43,45,88,3,7,0.0,1.0,100.0,71
576,100,0,100,1,0,0.0,1.0,100.0,72
577,46,54,100,1,1,0.0,1.0,100.0,72
578,50,50,100,2,2,0.0,1.0,100.0,72
579,0,100,100,2,3,0.0,1.0,100.0,72
580,29,71,100,3,4,0.0,1.0,100.0,72
581,8,92,100,3,5,0.0,1.0,100.0,72
582,50,50,100,3,6,0.0,1.0,100.0,72
583,100,0,100,3,7,0.0,1.0,100.0,72
584,27,50,77,1,0,0.0,1.0,100.0,73
585,1,98,99,1,1,0.0,1.0,100.0,73
586,45,5,50,2,2,0.0,1.0,100.0,73
587,7,0,7,2,3,0.0,1.0,100.0,73
588,0,96,96,3,4,0.0,1.0,100.0,73
589,0,50,50,3,5,0.0,1.0,100.0,73
590,72,5,77,3,6,0.0,1.0,100.0,73
591,28,2,30,3,7,0.0,1.0,100.0,73
592,49,51,100,1,0,0.0,1.0,100.0,74
593,0,100,100,1,1,0.0,1.0,100.0,74
594,50,0,50,2,2,0.0,1.0,100.0,74
595,21,79,100,2,3,0.0,1.0,100.0,74
596,64,36,100,3,4,0.0,1.0,100.0,74
597,100,0,100,3,5,0.0,1.0,100.0,74
598,0,100,100,3,6,0.0,1.0,100.0,74
599,100,0,100,3,7,0.0,1.0,100.0,74
600,31,69,100,1,0,0.0,1.0,100.0,75
601,22,78,100,1,1,0.0,1.0,100.0,75
602,60,40,100,2,2,0.0,1.0,100.0,75
603,50,50,100,2,3,0.0,1.0,100.0,75
604,31,69,100,3,4,0.0,1.0,100.0,75
605,36,64,100,3,5,0.0,1.0,100.0,75
606,0,100,100,3,6,0.0,1.0,100.0,75
607,-50,50,0,3,7,0.0,1.0,100.0,75
608,11,57,68,1,0,0.0,1.0,100.0,76
609,0,100,100,1,1,0.0,1.0,100.0,76
610,100,0,100,2,2,0.0,1.0,100.0,76
611,82,0,82,2,3,0.0,1.0,100.0,76
612,44,31,75,3,4,0.0,1.0,100.0,76
613,100,0,100,3,5,0.0,1.0,100.0,76
614,44,0,44,3,6,0.0,1.0,100.0,76
615,100,0,100,3,7,0.0,1.0,100.0,76
616,0,0,0,1,0,0.0,1.0,100.0,77
617,0,100,100,1,1,0.0,1.0,100.0,77
618,0,0,0,2,2,0.0,1.0,100.0,77
619,0,0,0,2,3,0.0,1.0,100.0,77
620,0,0,0,3,4,0.0,1.0,100.0,77
621,0,0,0,3,5,0.0,1.0,100.0,77
622,0,100,100,3,6,0.0,1.0,100.0,77
623,0,0,0,3,7,0.0,1.0,100.0,77
624,0,100,100,1,0,0.0,1.0,100.0,78
625,95,4,99,1,1,0.0,1.0,100.0,78
626,1,99,100,2,2,0.0,1.0,100.0,78
627,17,83,100,2,3,0.0,1.0,100.0,78
628,82,18,100,3,4,0.0,1.0,100.0,78
629,23,77,100,3,5,0.0,1.0,100.0,78
630,0,100,100,3,6,0.0,1.0,100.0,78
631,90,10,100,3,7,0.0,1.0,100.0,78
632,100,0,100,1,0,0.0,1.0,100.0,79
633,0,100,100,1,1,0.0,1.0,100.0,79
634,82,0,82,2,2,0.0,1.0,100.0,79
635,100,0,100,2,3,0.0,1.0,100.0,79
636,23,77,100,3,4,0.0,1.0,100.0,79
637,100,0,100,3,5,0.0,1.0,100.0,79
638,100,0,100,3,6,0.0,1.0,100.0,79
639,100,0,100,3,7,0.0,1.0,100.0,79
640,72,6,78,1,0,0.0,1.0,100.0,80
641,8,87,95,1,1,0.0,1.0,100.0,80
642,29,12,41,2,2,0.0,1.0,100.0,80
643,38,5,43,2,3,0.0,1.0,100.0,80
644,20,63,83,3,4,0.0,1.0,100.0,80
645,54,22,76,3,5,0.0,1.0,100.0,80
646,-1,69,68,3,6,0.0,1.0,100.0,80
647,27,8,35,3,7,0.0,1.0,100.0,80
648,2,76,78,1,0,0.0,1.0,100.0,81
649,100,0,100,1,1,0.0,1.0,100.0,81
650,11,0,11,2,2,0.0,1.0,100.0,81
651,-10,35,25,2,3,0.0,1.0,100.0,81
652,4,73,77,3,4,0.0,1.0,100.0,81
653,-22,49,27,3,5,0.0,1.0,100.0,81
654,-6,8,2,3,6,0.0,1.0,100.0,81
655,4,50,54,3,7,0.0,1.0,100.0,81
656,100,0,100,1,0,0.0,1.0,100.0,82
657,90,0,90,1,1,0.0,1.0,100.0,82
658,93,0,93,2,2,0.0,1.0,100.0,82
659,50,50,100,2,3,0.0,1.0,100.0,82
660,90,0,90,3,4,0.0,1.0,100.0,82
661,50,50,100,3,5,0.0,1.0,100.0,82
662,62,38,100,3,6,0.0,1.0,100.0,82
663,100,0,100,3,7,0.0,1.0,100.0,82
664,15,70,85,1,0,0.0,1.0,100.0,83
665,77,9,86,1,1,0.0,1.0,100.0,83
666,7,77,84,2,2,0.0,1.0,100.0,83
667,-1,14,13,2,3,0.0,1.0,100.0,83
668,71,6,77,3,4,0.0,1.0,100.0,83
669,17,70,87,3,5,0.0,1.0,100.0,83
670,-63,72,9,3,6,0.0,1.0,100.0,83
671,-18,95,77,3,7,0.0,1.0,100.0,83
672,-15,100,85,1,0,0.0,1.0,100.0,84
673,-8,100,92,1,1,0.0,1.0,100.0,84
674,5,0,5,2,2,0.0,1.0,100.0,84
675,24,45,69,2,3,0.0,1.0,100.0,84
676,25,49,74,3,4,0.0,1.0,100.0,84
677,78,22,100,3,5,0.0,1.0,100.0,84
678,8,42,50,3,6,0.0,1.0,100.0,84
679,0,4,4,3,7,0.0,1.0,100.0,84
680,-34,99,65,1,0,0.0,1.0,100.0,85
681,0,100,100,1,1,0.0,1.0,100.0,85
682,14,50,64,2,2,0.0,1.0,100.0,85
683,2,51,53,2,3,0.0,1.0,100.0,85
684,12,34,46,3,4,0.0,1.0,100.0,85
685,76,9,85,3,5,0.0,1.0,100.0,85
686,-9,68,59,3,6,0.0,1.0,100.0,85
687,6,59,65,3,7,0.0,1.0,100.0,85
688,17,83,100,1,0,0.0,1.0,100.0,86
689,2,98,100,1,1,0.0,1.0,100.0,86
690,73,27,100,2,2,0.0,1.0,100.0,86
691,71,29,100,2,3,0.0,1.0,100.0,86
692,11,89,100,3,4,0.0,1.0,100.0,86
693,50,50,100,3,5,0.0,1.0,100.0,86
694,61,39,100,3,6,0.0,1.0,100.0,86
695,52,39,91,3,7,0.0,1.0,100.0,86
696,5,95,100,1,0,0.0,1.0,100.0,87
697,0,100,100,1,1,0.0,1.0,100.0,87
698,-5,16,11,2,2,0.0,1.0,100.0,87
699,-7,10,3,2,3,0.0,1.0,100.0,87
700,19,56,75,3,4,0.0,1.0,100.0,87
701,14,56,70,3,5,0.0,1.0,100.0,87
702,-3,24,21,3,6,0.0,1.0,100.0,87
703,-11,18,7,3,7,0.0,1.0,100.0,87
704,65,0,65,1,0,0.0,1.0,100.0,88
705,79,0,79,1,1,0.0,1.0,100.0,88
706,75,0,75,2,2,0.0,1.0,100.0,88
707,90,0,90,2,3,0.0,1.0,100.0,88
708,11,65,76,3,4,0.0,1.0,100.0,88
709,59,25,84,3,5,0.0,1.0,100.0,88
710,77,12,89,3,6,0.0,1.0,100.0,88
711,65,24,89,3,7,0.0,1.0,100.0,88
712,18,82,100,1,0,0.0,1.0,100.0,89
713,0,100,100,1,1,0.0,1.0,100.0,89
714,69,16,85,2,2,0.0,1.0,100.0,89
715,18,0,18,2,3,0.0,1.0,100.0,89
716,31,69,100,3,4,0.0,1.0,100.0,89
717,-19,32,13,3,5,0.0,1.0,100.0,89
718,0,100,100,3,6,0.0,1.0,100.0,89
719,6,73,79,3,7,0.0,1.0,100.0,89
720,86,6,92,1,0,0.0,1.0,100.0,90
721,3,89,92,1,1,0.0,1.0,100.0,90
722,87,2,89,2,2,0.0,1.0,100.0,90
723,87,9,96,2,3,0.0,1.0,100.0,90
724,93,5,98,3,4,0.0,1.0,100.0,90
725,43,37,80,3,5,0.0,1.0,100.0,90
726,85,4,89,3,6,0.0,1.0,100.0,90
727,84,2,86,3,7,0.0,1.0,100.0,90
728,-1,90,89,1,0,0.0,1.0,100.0,91
729,-48,73,25,1,1,0.0,1.0,100.0,91
730,56,0,56,2,2,0.0,1.0,100.0,91
731,-15,29,14,2,3,0.0,1.0,100.0,91
732,7,93,100,3,4,0.0,1.0,100.0,91
733,17,15,32,3,5,0.0,1.0,100.0,91
734,50,39,89,3,6,0.0,1.0,100.0,91
735,0,0,0,3,7,0.0,1.0,100.0,91
736,-28,78,50,1,0,0.0,1.0,100.0,92
737,0,100,100,1,1,0.0,1.0,100.0,92
738,86,14,100,2,2,0.0,1.0,100.0,92
739,87,13,100,2,3,0.0,1.0,100.0,92
740,31,69,100,3,4,0.0,1.0,100.0,92
741,66,34,100,3,5,0.0,1.0,100.0,92
742,91,9,100,3,6,0.0,1.0,100.0,92
743,92,8,100,3,7,0.0,1.0,100.0,92
744,0,100,100,1,0,0.0,1.0,100.0,93
745,0,100,100,1,1,0.0,1.0,100.0,93
746,53,0,53,2,2,0.0,1.0,100.0,93
747,52,0,52,2,3,0.0,1.0,100.0,93
748,10,64,74,3,4,0.0,1.0,100.0,93
749,77,22,99,3,5,0.0,1.0,100.0,93
750,9,91,100,3,6,0.0,1.0,100.0,93
751,100,0,100,3,7,0.0,1.0,100.0,93
752,35,50,85,1,0,0.0,1.0,100.0,94
753,24,74,98,1,1,0.0,1.0,100.0,94
754,-10,11,1,2,2,0.0,1.0,100.0,94
755,21,67,88,2,3,0.0,1.0,100.0,94
756,24,72,96,3,4,0.0,1.0,100.0,94
757,-9,18,9,3,5,0.0,1.0,100.0,94
758,18,82,100,3,6,0.0,1.0,100.0,94
759,9,7,16,3,7,0.0,1.0,100.0,94
760,0,100,100,1,0,0.0,1.0,100.0,95
761,0,100,100,1,1,0.0,1.0,100.0,95
762,0,0,0,2,2,0.0,1.0,100.0,95
763,0,0,0,2,3,0.0,1.0,100.0,95
764,0,100,100,3,4,0.0,1.0,100.0,95
765,50,50,100,3,5,0.0,1.0,100.0,95
766,0,100,100,3,6,0.0,1.0,100.0,95
767,25,75,100,3,7,0.0,1.0,100.0,95
768,10,81,91,1,0,0.0,1.0,100.0,96
769,2,84,86,1,1,0.0,1.0,100.0,96
770,38,50,88,2,2,0.0,1.0,100.0,96
771,-9,88,79,2,3,0.0,1.0,100.0,96
772,15,77,92,3,4,0.0,1.0,100.0,96
773,-75,85,10,3,5,0.0,1.0,100.0,96
774,-95,95,0,3,6,0.0,1.0,100.0,96
775,2,86,88,3,7,0.0,1.0,100.0,96
776,79,0,79,1,0,0.0,1.0,100.0,97
777,49,37,86,1,1,0.0,1.0,100.0,97
778,78,0,78,2,2,0.0,1.0,100.0,97
779,71,0,71,2,3,0.0,1.0,100.0,97
780,33,47,80,3,4,0.0,1.0,100.0,97
781,83,0,83,3,5,0.0,1.0,100.0,97
782,0,100,100,3,6,0.0,1.0,100.0,97
783,64,16,80,3,7,0.0,1.0,100.0,97
784,0,0,0,1,0,0.0,1.0,100.0,98
785,0,95,95,1,1,0.0,1.0,100.0,98
786,0,0,0,2,2,0.0,1.0,100.0,98
787,0,0,0,2,3,0.0,1.0,100.0,98
788,0,50,50,3,4,0.0,1.0,100.0,98
789,0,0,0,3,5,0.0,1.0,100.0,98
790,0,100,100,3,6,0.0,1.0,100.0,98
791,0,0,0,3,7,0.0,1.0,100.0,98
792,21,75,96,1,0,0.0,1.0,100.0,99
793,-88,93,5,1,1,0.0,1.0,100.0,99
794,49,14,63,2,2,0.0,1.0,100.0,99
795,19,81,100,2,3,0.0,1.0,100.0,99
796,22,60,82,3,4,0.0,1.0,100.0,99
797,12,58,70,3,5,0.0,1.0,100.0,99
798,-21,29,8,3,6,0.0,1.0,100.0,99
799,77,3,80,3,7,0.0,1.0,100.0,99
800,25,67,92,1,0,0.0,1.0,100.0,100
801,0,100,100,1,1,0.0,1.0,100.0,100
802,44,16,60,2,2,0.0,1.0,100.0,100
803,48,18,66,2,3,0.0,1.0,100.0,100
804,51,32,83,3,4,0.0,1.0,100.0,100
805,37,36,73,3,5,0.0,1.0,100.0,100
806,23,77,100,3,6,0.0,1.0,100.0,100
807,35,37,72,3,7,0.0,1.0,100.0,100
808,0,100,100,1,0,0.0,1.0,100.0,101
809,-50,50,0,1,1,0.0,1.0,100.0,101
810,0,0,0,2,2,0.0,1.0,100.0,101
811,0,100,100,2,3,0.0,1.0,100.0,101
812,0,100,100,3,4,0.0,1.0,100.0,101
813,0,50,50,3,5,0.0,1.0,100.0,101
814,0,0,0,3,6,0.0,1.0,100.0,101
815,0,0,0,3,7,0.0,1.0,100.0,101
816,31,42,73,1,0,0.0,1.0,100.0,102
817,-1,10,9,1,1,0.0,1.0,100.0,102
818,3,10,13,2,2,0.0,1.0,100.0,102
819,23,50,73,2,3,0.0,1.0,100.0,102
820,50,35,85,3,4,0.0,1.0,100.0,102
821,-15,27,12,3,5,0.0,1.0,100.0,102
822,89,10,99,3,6,0.0,1.0,100.0,102
823,-15,30,15,3,7,0.0,1.0,100.0,102
824,73,27,100,1,0,0.0,1.0,100.0,103
825,100,0,100,1,1,0.0,1.0,100.0,103
826,50,50,100,2,2,0.0,1.0,100.0,103
827,19,81,100,2,3,0.0,1.0,100.0,103
828,64,36,100,3,4,0.0,1.0,100.0,103
829,100,0,100,3,5,0.0,1.0,100.0,103
830,0,100,100,3,6,0.0,1.0,100.0,103
831,100,0,100,3,7,0.0,1.0,100.0,103
832,-1,17,16,1,0,0.0,1.0,100.0,104
833,-1,10,9,1,1,0.0,1.0,100.0,104
834,34,17,51,2,2,0.0,1.0,100.0,104
835,0,10,10,2,3,0.0,1.0,100.0,104
836,4,7,11,3,4,0.0,1.0,100.0,104
837,20,21,41,3,5,0.0,1.0,100.0,104
838,0,100,100,3,6,0.0,1.0,100.0,104
839,-11,26,15,3,7,0.0,1.0,100.0,104
840,-86,86,0,1,0,0.0,1.0,100.0,105
841,79,21,100,1,1,0.0,1.0,100.0,105
842,90,10,100,2,2,0.0,1.0,100.0,105
843,0,100,100,2,3,0.0,1.0,100.0,105
844,8,92,100,3,4,0.0,1.0,100.0,105
845,-90,90,0,3,5,0.0,1.0,100.0,105
846,-100,100,0,3,6,0.0,1.0,100.0,105
847,0,0,0,3,7,0.0,1.0,100.0,105
848,0,0,0,1,0,0.0,1.0,100.0,106
849,100,0,100,1,1,0.0,1.0,100.0,106
850,50,50,100,2,2,0.0,1.0,100.0,106
851,0,77,77,2,3,0.0,1.0,100.0,106
852,50,50,100,3,4,0.0,1.0,100.0,106
853,0,0,0,3,5,0.0,1.0,100.0,106
854,0,0,0,3,6,0.0,1.0,100.0,106
855,0,0,0,3,7,0.0,1.0,100.0,106
856,26,74,100,1,0,0.0,1.0,100.0,107
857,0,100,100,1,1,0.0,1.0,100.0,107
858,0,0,0,2,2,0.0,1.0,100.0,107
859,0,0,0,2,3,0.0,1.0,100.0,107
860,12,65,77,3,4,0.0,1.0,100.0,107
861,0,50,50,3,5,0.0,1.0,100.0,107
862,0,100,100,3,6,0.0,1.0,100.0,107
863,0,0,0,3,7,0.0,1.0,100.0,107
864,50,50,100,1,0,0.0,1.0,100.0,108
865,45,55,100,1,1,0.0,1.0,100.0,108
866,-50,50,0,2,2,0.0,1.0,100.0,108
867,100,0,100,2,3,0.0,1.0,100.0,108
868,50,50,100,3,4,0.0,1.0,100.0,108
869,90,10,100,3,5,0.0,1.0,100.0,108
870,0,100,100,3,6,0.0,1.0,100.0,108
871,100,0,100,3,7,0.0,1.0,100.0,108
872,-4,79,75,1,0,0.0,1.0,100.0,109
873,-38,100,62,1,1,0.0,1.0,100.0,109
874,60,11,71,2,2,0.0,1.0,100.0,109
875,-13,76,63,2,3,0.0,1.0,100.0,109
876,25,36,61,3,4,0.0,1.0,100.0,109
877,-9,82,73,3,5,0.0,1.0,100.0,109
878,5,79,84,3,6,0.0,1.0,100.0,109
879,-2,71,69,3,7,0.0,1.0,100.0,109
880,25,75,100,1,0,0.0,1.0,100.0,110
881,0,0,0,1,1,0.0,1.0,100.0,110
882,0,0,0,2,2,0.0,1.0,100.0,110
883,0,0,0,2,3,0.0,1.0,100.0,110
884,37,38,75,3,4,0.0,1.0,100.0,110
885,50,50,100,3,5,0.0,1.0,100.0,110
886,10,0,10,3,6,0.0,1.0,100.0,110
887,0,0,0,3,7,0.0,1.0,100.0,110
888,23,77,100,1,0,0.0,1.0,100.0,111
889,0,100,100,1,1,0.0,1.0,100.0,111
890,0,0,0,2,2,0.0,1.0,100.0,111
891,84,16,100,2,3,0.0,1.0,100.0,111
892,0,100,100,3,4,0.0,1.0,100.0,111
893,66,34,100,3,5,0.0,1.0,100.0,111
894,86,14,100,3,6,0.0,1.0,100.0,111
895,100,0,100,3,7,0.0,1.0,100.0,111
896,0,100,100,1,0,0.0,1.0,100.0,112
897,-1,1,0,1,1,0.0,1.0,100.0,112
898,0,0,0,2,2,0.0,1.0,100.0,112
899,0,100,100,2,3,0.0,1.0,100.0,112
900,0,100,100,3,4,0.0,1.0,100.0,112
901,0,100,100,3,5,0.0,1.0,100.0,112
902,0,0,0,3,6,0.0,1.0,100.0,112
903,0,0,0,3,7,0.0,1.0,100.0,112
904,0,100,100,1,0,0.0,1.0,100.0,113
905,0,100,100,1,1,0.0,1.0,100.0,113
906,65,11,76,2,2,0.0,1.0,100.0,113
907,62,0,62,2,3,0.0,1.0,100.0,113
908,1,89,90,3,4,0.0,1.0,100.0,113
909,25,0,25,3,5,0.0,1.0,100.0,113
910,12,88,100,3,6,0.0,1.0,100.0,113
911,64,11,75,3,7,0.0,1.0,100.0,113
912,1,98,99,1,0,0.0,1.0,100.0,114
913,-1,99,98,1,1,0.0,1.0,100.0,114
914,6,66,72,2,2,0.0,1.0,100.0,114
915,-1,1,0,2,3,0.0,1.0,100.0,114
916,-6,86,80,3,4,0.0,1.0,100.0,114
917,-1,27,26,3,5,0.0,1.0,100.0,114
918,9,88,97,3,6,0.0,1.0,100.0,114
919,-2,78,76,3,7,0.0,1.0,100.0,114
920,9,91,100,1,0,0.0,1.0,100.0,115
921,-10,100,90,1,1,0.0,1.0,100.0,115
922,44,56,100,2,2,0.0,1.0,100.0,115
923,99,1,100,2,3,0.0,1.0,100.0,115
924,38,62,100,3,4,0.0,1.0,100.0,115
925,62,31,93,3,5,0.0,1.0,100.0,115
926,0,100,100,3,6,0.0,1.0,100.0,115
927,100,0,100,3,7,0.0,1.0,100.0,115
928,25,57,82,1,0,0.0,1.0,100.0,116
929,100,0,100,1,1,0.0,1.0,100.0,116
930,31,37,68,2,2,0.0,1.0,100.0,116
931,33,38,71,2,3,0.0,1.0,100.0,116
932,42,32,74,3,4,0.0,1.0,100.0,116
933,43,42,85,3,5,0.0,1.0,100.0,116
934,34,63,97,3,6,0.0,1.0,100.0,116
935,60,20,80,3,7,0.0,1.0,100.0,116
936,0,100,100,1,0,0.0,1.0,100.0,117
937,-100,100,0,1,1,0.0,1.0,100.0,117
938,0,0,0,2,2,0.0,1.0,100.0,117
939,0,100,100,2,3,0.0,1.0,100.0,117
940,59,41,100,3,4,0.0,1.0,100.0,117
941,50,50,100,3,5,0.0,1.0,100.0,117
942,0,100,100,3,6,0.0,1.0,100.0,117
943,100,0,100,3,7,0.0,1.0,100.0,117
944,4,57,61,1,0,0.0,1.0,100.0,118
945,2,98,100,1,1,0.0,1.0,100.0,118
946,40,0,40,2,2,0.0,1.0,100.0,118
947,1,10,11,2,3,0.0,1.0,100.0,118
948,23,55,78,3,4,0.0,1.0,100.0,118
949,53,4,57,3,5,0.0,1.0,100.0,118
950,5,80,85,3,6,0.0,1.0,100.0,118
951,43,3,46,3,7,0.0,1.0,100.0,118
952,10,0,10,1,0,0.0,1.0,100.0,119
953,-18,18,0,1,1,0.0,1.0,100.0,119
954,0,0,0,2,2,0.0,1.0,100.0,119
955,-97,100,3,2,3,0.0,1.0,100.0,119
956,0,0,0,3,4,0.0,1.0,100.0,119
957,0,0,0,3,5,0.0,1.0,100.0,119
958,0,11,11,3,6,0.0,1.0,100.0,119
959,0,81,81,3,7,0.0,1.0,100.0,119
960,20,70,90,1,0,0.0,1.0,100.0,120
961,95,5,100,1,1,0.0,1.0,100.0,120
962,52,39,91,2,2,0.0,1.0,100.0,120
963,42,49,91,2,3,0.0,1.0,100.0,120
964,10,90,100,3,4,0.0,1.0,100.0,120
965,66,24,90,3,5,0.0,1.0,100.0,120
966,70,20,90,3,6,0.0,1.0,100.0,120
967,60,30,90,3,7,0.0,1.0,100.0,120
968,-33,70,37,1,0,0.0,1.0,100.0,121
969,0,100,100,1,1,0.0,1.0,100.0,121
970,-2,44,42,2,2,0.0,1.0,100.0,121
971,-24,63,39,2,3,0.0,1.0,100.0,121
972,-41,78,37,3,4,0.0,1.0,100.0,121
973,25,75,100,3,5,0.0,1.0,100.0,121
974,19,47,66,3,6,0.0,1.0,100.0,121
975,-3,41,38,3,7,0.0,1.0,100.0,121
976,10,90,100,1,0,0.0,1.0,100.0,122
977,0,100,100,1,1,0.0,1.0,100.0,122
978,0,0,0,2,2,0.0,1.0,100.0,122
979,0,0,0,2,3,0.0,1.0,100.0,122
980,24,76,100,3,4,0.0,1.0,100.0,122
981,50,50,100,3,5,0.0,1.0,100.0,122
982,0,0,0,3,6,0.0,1.0,100.0,122
983,27,62,89,3,7,0.0,1.0,100.0,122
984,60,40,100,1,0,0.0,1.0,100.0,123
985,86,14,100,1,1,0.0,1.0,100.0,123
986,-5,5,0,2,2,0.0,1.0,100.0,123
987,82,12,94,2,3,0.0,1.0,100.0,123
988,-75,75,0,3,4,0.0,1.0,100.0,123
989,2,98,100,3,5,0.0,1.0,100.0,123
990,0,100,100,3,6,0.0,1.0,100.0,123
991,0,0,0,3,7,0.0,1.0,100.0,123
992,26,15,41,1,0,0.0,1.0,100.0,124
993,-13,32,19,1,1,0.0,1.0,100.0,124
994,74,6,80,2,2,0.0,1.0,100.0,124
995,73,1,74,2,3,0.0,1.0,100.0,124
996,54,18,72,3,4,0.0,1.0,100.0,124
997,36,26,62,3,5,0.0,1.0,100.0,124
998,82,4,86,3,6,0.0,1.0,100.0,124
999,6,16,22,3,7,0.0,1.0,100.0,124
1000,35,60,95,1,0,0.0,1.0,100.0,125
1001,21,75,96,1,1,0.0,1.0,100.0,125
1002,50,20,70,2,2,0.0,1.0,100.0,125
1003,55,15,70,2,3,0.0,1.0,100.0,125
1004,25,70,95,3,4,0.0,1.0,100.0,125
1005,65,25,90,3,5,0.0,1.0,100.0,125
1006,25,65,90,3,6,0.0,1.0,100.0,125
1007,35,50,85,3,7,0.0,1.0,100.0,125
1008,-25,75,50,1,0,0.0,1.0,100.0,126
1009,77,0,77,1,1,0.0,1.0,100.0,126
1010,18,0,18,2,2,0.0,1.0,100.0,126
1011,21,0,21,2,3,0.0,1.0,100.0,126
1012,72,0,72,3,4,0.0,1.0,100.0,126
1013,72,0,72,3,5,0.0,1.0,100.0,126
1014,0,100,100,3,6,0.0,1.0,100.0,126
1015,50,0,50,3,7,0.0,1.0,100.0,126
1016,78,22,100,1,0,0.0,1.0,100.0,127
1017,14,86,100,1,1,0.0,1.0,100.0,127
1018,87,13,100,2,2,0.0,1.0,100.0,127
1019,92,8,100,2,3,0.0,1.0,100.0,127
1020,63,37,100,3,4,0.0,1.0,100.0,127
1021,23,77,100,3,5,0.0,1.0,100.0,127
1022,0,100,100,3,6,0.0,1.0,100.0,127
1023,75,25,100,3,7,0.0,1.0,100.0,127
1024,27,50,77,1,0,0.0,1.0,100.0,128
1025,0,100,100,1,1,0.0,1.0,100.0,128
1026,36,0,36,2,2,0.0,1.0,100.0,128
1027,23,0,23,2,3,0.0,1.0,100.0,128
1028,8,50,58,3,4,0.0,1.0,100.0,128
1029,-11,50,39,3,5,0.0,1.0,100.0,128
1030,41,8,49,3,6,0.0,1.0,100.0,128
1031,-4,20,16,3,7,0.0,1.0,100.0,128
1032,15,59,74,1,0,0.0,1.0,100.0,129
1033,-22,85,63,1,1,0.0,1.0,100.0,129
1034,30,26,56,2,2,0.0,1.0,100.0,129
1035,-26,57,31,2,3,0.0,1.0,100.0,129
1036,-12,66,54,3,4,0.0,1.0,100.0,129
1037,-8,50,42,3,5,0.0,1.0,100.0,129
1038,-28,73,45,3,6,0.0,1.0,100.0,129
1039,61,0,61,3,7,0.0,1.0,100.0,129
1040,7,79,86,1,0,0.0,1.0,100.0,130
1041,0,100,100,1,1,0.0,1.0,100.0,130
1042,0,0,0,2,2,0.0,1.0,100.0,130
1043,19,27,46,2,3,0.0,1.0,100.0,130
1044,5,58,63,3,4,0.0,1.0,100.0,130
1045,12,51,63,3,5,0.0,1.0,100.0,130
1046,-10,75,65,3,6,0.0,1.0,100.0,130
1047,-11,57,46,3,7,0.0,1.0,100.0,130
1048,63,23,86,1,0,0.0,1.0,100.0,131
1049,35,0,35,1,1,0.0,1.0,100.0,131
1050,25,0,25,2,2,0.0,1.0,100.0,131
1051,40,36,76,2,3,0.0,1.0,100.0,131
1052,1,24,25,3,4,0.0,1.0,100.0,131
1053,58,42,100,3,5,0.0,1.0,100.0,131
1054,78,22,100,3,6,0.0,1.0,100.0,131
1055,60,15,75,3,7,0.0,1.0,100.0,131
1056,-15,56,41,1,0,0.0,1.0,100.0,132
